x,y,power_density,current_density,resistance,via_density,layer_type,layer_factor,ir_drop
94,125,0.3828279275048865,0.28844987906094743,0.014074496066537314,3,M4,0.6,0.20773071722863357
47,89,1.607024557988679,1.1550311682265464,0.08273280647284377,6,M1,1.2,0.9212942007401426
14,85,1.240865805822776,1.1081288770205118,0.14203320341197032,1,M2,1.0,0.9413077935064352
199,158,0.2907621724136421,0.2309284216460461,0.12746512562316512,8,M2,1.0,0.03989769315534565
189,137,1.8988658147284398,1.3044828843707368,0.09956479647705502,2,M3,0.8,1.2400406551156513
39,183,0.2482941039597948,0.6450234243982401,0.03596840926030358,1,M3,0.8,0.419283274592757
81,120,1.2881771631039183,0.2971591357127793,0.13174359379377779,2,M3,0.8,0.6283488535197314
110,75,0.9054807861978047,0.4394196687450601,0.11566855475914065,8,M3,0.8,0.23982439726004898
52,91,1.1575854446558782,1.6648461431092463,0.04735868689664764,5,M2,1.0,0.9654453159182377
23,69,0.5051069717542744,0.2978370486310484,0.12271248287541991,9,M2,1.0,-0.009816696658330112
153,147,1.4074097585762382,0.9871620376566168,0.13280118732445884,3,M2,1.0,0.966511638412503
187,132,1.9234674093533455,0.47101893024052033,0.10775164174015396,8,M1,1.2,0.6602869276519979
123,22,0.9710091606853396,0.40840773796152285,0.024053781135873947,4,M4,0.6,0.3458347763362012
40,136,1.0936207273796317,0.49085234289243784,0.147794558066172,7,M4,0.6,0.42819340792857846
156,57,0.5556421740808745,1.0362875755872785,0.02064013845523808,8,M4,0.6,0.35435951727985787
14,186,1.794549169127054,0.5517980001119854,0.1016263583410327,3,M1,1.2,0.8965566613940311
44,181,1.9452313697659207,0.28379260566986464,0.025473535728811475,3,M3,0.8,0.7823089575131007
64,45,1.5939640816635032,1.6226616515696204,0.13675787020691504,1,M3,0.8,1.384795315121558
88,21,1.1312696541036278,1.125660666026203,0.058996875679133025,8,M3,0.8,0.5321125649458743
70,191,1.9179139665663982,0.3980219395002872,0.0816104231342928,2,M2,1.0,0.8196262457071165
8,7,0.392315105197826,0.9957167124011231,0.03502662181096148,7,M1,1.2,0.3118894334063965
87,122,1.009132633800915,0.22988874975852877,0.08651870656963927,7,M4,0.6,0.1725216616992547
128,19,1.1214508427801848,1.2028167408756412,0.1414375867334585,7,M3,0.8,0.6789131447130186
135,178,1.0346411975295158,0.7465791572361649,0.13622862988864196,4,M4,0.6,0.5155758758583029
62,77,1.6245947456395362,0.29670420629731187,0.018945428828313023,7,M3,0.8,0.3836134009880348
138,38,1.3737654929310918,0.44892331474995517,0.06295619090640722,8,M4,0.6,0.3801549608900498
80,36,0.3406510852446972,0.7568351392163803,0.04744039082590328,9,M2,1.0,0.19183198876491156
135,177,0.7582574839518147,1.6321741631552613,0.07739060679583243,7,M1,1.2,0.771037770580852
162,161,0.744246011935084,0.4301358228366643,0.12672208272690977,6,M3,0.8,0.38065562863334546
162,74,1.1747011663065645,0.3083620208363168,0.11343924999092028,5,M3,0.8,0.37511654832920366
32,117,0.6537709935500041,1.0802841122848001,0.058156946902938635,7,M3,0.8,0.492347211398916
122,103,0.32281636215243015,1.1615242315625032,0.06357321613870758,2,M3,0.8,0.6416340776749382
4,160,1.3419970647485573,0.27145850356809265,0.10159569888115362,5,M1,1.2,0.5567540674880496
40,30,1.7169701832165427,0.6405205104938738,0.037191523636570696,8,M1,1.2,0.6449299676538968
27,122,1.8700553813852554,0.5992516720370827,0.024381922820228788,6,M3,0.8,0.7327630570665217
134,53,1.947898993553004,0.45382105797611916,0.04396238498952912,6,M4,0.6,0.6433473610954433
71,171,1.5841220077971265,0.6997124416812421,0.02736454038934017,1,M2,1.0,0.973483814325601
11,33,0.36543461375461406,0.17050617192276363,0.05927779405462569,2,M3,0.8,0.21658652428063163
161,198,1.7209124660497765,1.337944587611609,0.14125920976831968,3,M2,1.0,1.157656193264673
32,121,0.8599241394267004,1.978125575564298,0.026841926643523487,7,M4,0.6,0.7853340296251399
47,112,1.486831496205491,1.3046888581915728,0.12456510010526933,6,M3,0.8,0.8248545123440609
150,61,1.109409209425588,0.7860452560331938,0.08485072440134135,5,M3,0.8,0.6448469124872369
61,22,1.674351653932689,1.369029572176786,0.09860643071011159,9,M2,1.0,0.751308796443031
36,45,0.9084608923954083,1.185880249944795,0.033811531522531475,7,M3,0.8,0.5445995087987714
98,55,0.21740824040603945,1.7088400681159548,0.031192263606065224,9,M4,0.6,0.40691933868227537
171,134,1.1579650506766948,1.281561665865801,0.032784114753653476,3,M1,1.2,0.9557923483599761
103,117,0.425452053868579,1.3047450737803725,0.10338880269484468,8,M2,1.0,0.444034740192183
34,188,1.934483501470553,0.5211619577186875,0.11469035734384204,9,M1,1.2,0.5992952968076493
192,130,1.101229825068434,0.889691753221427,0.13883429222993265,2,M2,1.0,0.9489238046590411
100,165,1.151761708290795,0.7543905144857865,0.06574692937339896,4,M1,1.2,0.7070781405676947
174,161,1.8238048543481538,0.12170785606712686,0.0746757137740196,2,M4,0.6,0.6089890159017229
130,112,1.2867119657872323,0.6952333858392166,0.07574330223941372,7,M4,0.6,0.4837537898449611
0,43,0.6751858166604435,1.0235180362136056,0.04778570639011939,4,M3,0.8,0.5996384710347751
4,127,0.6625797721354051,1.2397124030991542,0.05595257165015953,6,M4,0.6,0.6388811358511596
141,107,1.0529994348222667,1.875680998749865,0.12855483305074586,8,M4,0.6,0.8367876739003377
102,157,1.746555634965402,0.5543161427836512,0.05812110584202902,6,M3,0.8,0.6591022269825939
26,16,1.6099857473989292,0.3896150831062608,0.13167345426928792,4,M2,1.0,0.6446820655895915
136,58,1.9292071135080051,1.7519468090980204,0.05273747960762743,6,M4,0.6,1.089976673543898
14,137,0.23658363341918692,1.8895102387680505,0.05758364275597103,1,M4,0.6,0.8945091382143323
89,98,0.6098195310322434,1.0271130723040602,0.08843932204904757,6,M1,1.2,0.5038885684946636
41,83,0.2523946448460794,0.3189114663750987,0.024437758600051616,8,M4,0.6,-0.06212781980714404
123,145,1.5270504684146289,1.0222377686262454,0.13908871740326925,4,M3,0.8,0.9091388153118439
178,44,0.3675840093857289,0.30794232149621065,0.12485597740939268,9,M4,0.6,-0.027751257092928687
62,107,0.2897840041954528,1.7780525995312593,0.1038705358510608,6,M1,1.2,0.709535628428911
95,186,1.1671771934891595,1.445485198770875,0.14833750191773776,6,M4,0.6,0.7742392954591527
51,61,0.8818209530264011,0.5581603336490075,0.012239910588566287,4,M1,1.2,0.5141994920434723
95,58,1.4586925436486875,1.7847123173018948,0.0675484443005252,8,M4,0.6,0.8469195702096064
131,176,1.0253292442305186,1.3120132851937067,0.13016802816643439,5,M2,1.0,0.7454513387186826
150,190,0.9081357322868602,1.9112003397696502,0.07062241916835879,1,M3,0.8,1.2301328872437647
142,159,0.9084508526192446,1.9629117131200395,0.01073378715329789,7,M4,0.6,0.9085756194663939
170,137,1.7565651227578238,0.10623539954786437,0.03208557618343356,8,M2,1.0,0.44272320873206183
28,10,0.8509287363726861,0.3284069971523369,0.07077013773414534,6,M2,1.0,0.3366249898758286
35,101,0.7334545427623036,1.139152428532988,0.10351270053338128,7,M3,0.8,0.5077691597365714
12,69,0.7432166463431857,1.9161204614878538,0.032771597573875155,7,M1,1.2,1.0041937590884498
159,122,0.4735415139482916,1.9890439074684216,0.07272602844177177,4,M2,1.0,1.0276299890016536
70,189,1.73530881609058,1.178075077076688,0.011790395282976191,4,M3,0.8,0.9166241726756863
186,174,0.37859854855240493,0.43022282899593756,0.0768500731128016,1,M4,0.6,0.4695729212898243
85,33,1.82636040181925,0.4097950380165417,0.13542942667348462,2,M1,1.2,0.9278039615049742
27,100,0.6385886716309118,1.551329740416863,0.0935475244133026,3,M1,1.2,1.0148915941401948
65,144,1.808910962130309,1.2246815895419658,0.07169178837180366,5,M1,1.2,1.1380926890734442
169,103,1.6025592479476967,1.1426704079722496,0.03271630699720541,9,M2,1.0,0.6710921048567922
44,181,1.2057762898056814,0.984953354270981,0.03833859889231163,5,M2,1.0,0.7181518698308677
61,39,1.3719930074453384,1.477755790505195,0.020711393009811074,6,M3,0.8,0.8854417272786391
184,18,0.7191037725673626,1.7303029401120564,0.11393754609848397,7,M1,1.2,0.859450553221813
133,66,1.1910343672225585,0.6756203542717089,0.020798938860473022,4,M1,1.2,0.6265428766290472
27,81,0.6555655113807244,0.5197437576341921,0.06375283602278822,8,M3,0.8,0.20204970791430266
27,180,0.8643183463918771,1.3733784159983906,0.11497825709178566,6,M4,0.6,0.6715075137972273
107,63,1.552858854935565,1.8379916057044114,0.1097951779178893,1,M1,1.2,1.432130804936882
43,82,0.5634718712394108,0.7614991362737638,0.09085450332193848,6,M1,1.2,0.38035067060730515
83,46,1.6938074300913217,0.6176516164370891,0.08998308277764952,2,M3,0.8,0.8485504461621312
29,5,0.8141774219634933,0.529617797447677,0.022645931240866852,4,M3,0.8,0.5345744522670849
189,15,1.1111229256267439,0.5835327246235986,0.03448813804562859,4,M2,1.0,0.6067826608617457
74,199,1.8897249263694593,0.3563733516245975,0.08486422399500951,5,M4,0.6,0.6060859739160247
127,145,1.3943856973550623,1.2338786324558717,0.058731245955781164,2,M2,1.0,1.0681435866752294
91,179,1.326647814404792,0.6335695304563858,0.012651194153067463,6,M2,1.0,0.6281809373784175
189,175,1.4520546824495553,1.2683942871500187,0.12174334260308288,3,M3,0.8,0.9778899956028804
128,170,1.8444115436450665,0.2577614640738794,0.10153385739504951,9,M2,1.0,0.5415026095754729
120,38,0.5721760475208706,0.3193679050239702,0.05560996533367353,6,M4,0.6,0.09378553593563396
26,176,1.2651582910187429,1.1186696628141948,0.02374872762093236,3,M1,1.2,0.909383983991794
189,112,0.8607483233289392,1.0719087945044266,0.09276810648988487,3,M2,1.0,0.7595183744771992
120,139,0.12252505709946346,0.6158688608019884,0.05879693959933031,5,M2,1.0,0.3233814460899029
115,137,0.3380717031716075,1.6715486180790307,0.045754507181139964,6,M2,1.0,0.6376031235911748
2,70,0.7174846010008179,0.4553896132483439,0.11100569542226223,4,M4,0.6,0.4260807378160553
102,109,1.1734999452456398,0.7852561359480535,0.05594100854692101,5,M4,0.6,0.5548993930094096
197,54,1.7748020757229162,1.1554722415375642,0.029046788823567787,3,M4,0.6,0.986068748936427
199,128,1.6031168245827352,1.7477010947791927,0.07743152469614308,4,M3,0.8,1.2380060482775928
154,48,1.1513339776032638,0.8952468528168755,0.12598521035493096,8,M1,1.2,0.6305823040473294
136,163,0.2403537940241885,0.8573418153377182,0.12895222978794782,8,M3,0.8,0.3033829860559232
61,20,0.6432219517504593,1.2011211132604098,0.12890804307204878,1,M1,1.2,0.9800536415426848
164,36,0.7967464309952633,0.7017212893795028,0.06892877751620743,4,M2,1.0,0.6851522436425141
50,115,1.281262651887301,1.44742918100322,0.12073078957352085,2,M4,0.6,1.1013780502747743
171,23,0.22335488366169812,0.572522287267309,0.1290323075151644,4,M4,0.6,0.28667877936871256
151,54,1.1073677535508994,1.664072394186403,0.0743353494269705,5,M4,0.6,0.9080697893936197
58,24,1.8127826946749437,0.6174714849535762,0.05462351444885312,1,M2,1.0,1.054921367712485
117,134,1.4403221218250655,1.9861322083519732,0.10827503655348311,5,M1,1.2,1.2867603989815415
159,126,1.614445932469237,0.7012787012225209,0.1366256981298393,7,M3,0.8,0.6695538115082093
95,92,1.3951837318822395,1.7697696634448759,0.1461013479174317,5,M3,0.8,1.1705164945508595
179,93,0.4925193131279252,0.8549763128015088,0.05063147279480176,7,M2,1.0,0.3499618101872367
112,70,0.3099192581254354,0.5675041998587675,0.14386394785844042,9,M1,1.2,0.13959638629727003
61,198,1.6760322787093271,0.529710175874675,0.07989951453904906,8,M4,0.6,0.5057180882768378
185,121,1.421458428429504,1.7153634355147687,0.05284485860213726,1,M1,1.2,1.3071012940273259
51,23,1.1926169617510998,0.6866306739944658,0.14837573543129406,2,M1,1.2,0.9251425410643404
11,10,0.4596374434396674,0.7432697170235193,0.13289311651733812,6,M4,0.6,0.20191790733776693
38,72,1.2463554340923315,0.474286806093987,0.10693832249854066,5,M1,1.2,0.584780904523335
129,11,0.1595113919221036,1.926516964420812,0.13529191221702955,1,M2,1.0,1.0541780767056363
130,34,0.3257943553485229,0.5650134871377771,0.10540830217868832,2,M3,0.8,0.40797791168161324
112,190,0.6925912846284066,0.5701428760650629,0.07165653178189327,3,M2,1.0,0.5982833603654321
100,195,0.9431027270812122,1.893405991483922,0.1427269379875607,5,M1,1.2,1.1186627732501895
112,184,0.3290725420618007,1.8117078244908473,0.14485467488025303,7,M4,0.6,0.6386154280103664
183,140,0.32788634932931804,0.5729306780418293,0.05398451362056337,6,M3,0.8,0.2333510033265586
80,22,1.4791979551089074,1.7429785820841797,0.05961534683886628,3,M2,1.0,1.1562044823315223
186,82,1.1824668724136227,0.5746641048636221,0.06358086170715663,6,M1,1.2,0.5889723666653528
112,166,1.1141097634775636,0.26048191322046144,0.12510043324041378,4,M4,0.6,0.49379202702964575
1,87,0.9596255407233448,1.6586865619520677,0.12076039111803431,3,M2,1.0,1.0609071273367465
129,79,1.9554319020546713,1.565960499849044,0.14763611466585794,4,M1,1.2,1.3330951769330295
53,96,0.19462053749931585,0.6598675312137957,0.07512991478453039,8,M4,0.6,0.029998399242829203
86,139,0.4431916347069971,0.2712640717329577,0.11314739316946329,1,M2,1.0,0.41660853144780086
128,33,1.330264739062351,0.4922338805065807,0.12994086577836647,3,M4,0.6,0.6900633449881782
146,198,0.3590947423173585,1.5650074847222843,0.040972261338756734,8,M2,1.0,0.5548514884680762
125,74,1.2198237822174303,1.9330208483906106,0.09687775985162853,9,M2,1.0,1.0555736472460424
129,158,1.178746328414052,0.5921039364095338,0.08667907469560783,3,M1,1.2,0.7589748949646679
52,127,1.9449098489153196,1.6546917219673534,0.11399578070005599,9,M3,0.8,0.9616449511554682
171,189,1.7784343253931425,0.5330720489405933,0.10735991756647369,4,M3,0.8,0.8819368041107726
159,140,1.89655135315816,1.3912407444676589,0.12379096551922922,4,M4,0.6,1.0419115501938856
197,30,0.31584450200056124,0.25886559115990004,0.053560326649204945,7,M4,0.6,-0.01813359052931194
159,129,1.7494820307829586,1.2120617167262941,0.040289894834303175,6,M4,0.6,0.8644858847415146
67,102,0.3452722572837813,0.6114607932699644,0.12272782232703949,3,M4,0.6,0.40120669948640136
182,14,1.302571139233579,1.8591073025939484,0.06047888034381219,8,M4,0.6,0.859701396165108
183,56,1.4681485052882042,0.6505266886800118,0.050260298109720984,5,M1,1.2,0.7223134330745146
122,74,0.4056216464836431,0.8570373202383825,0.05715459357376173,2,M4,0.6,0.5857595514372025
144,33,1.3020528142661254,1.6972903111937039,0.019289558747143845,3,M3,0.8,1.1625636919507616
37,102,0.19967493653278873,0.9327217068389091,0.11824020846201744,7,M3,0.8,0.3992790821392239
23,195,0.6572055629113773,0.552983278410345,0.11012235219561117,9,M2,1.0,0.1859733846819469
68,74,1.8502011384748216,1.1403342096991647,0.08737694353602359,1,M2,1.0,1.22556453510912
115,28,0.4262892095135514,1.6959832717349657,0.11025189718700928,6,M1,1.2,0.8300989623981776
97,193,0.22401298565562225,0.9230374628088396,0.06223864334476133,9,M1,1.2,0.17220165236978227
197,15,0.9429885793453728,0.35248812948924846,0.05135167065545313,7,M4,0.6,0.21003091023852394
138,166,1.716174596201816,0.8278651349175818,0.1307221385087404,3,M2,1.0,0.9949515493877749
143,76,0.24567752573975093,1.9135027528789637,0.06914363984048885,7,M1,1.2,0.762006808230747
96,36,0.7755171939377762,0.23684107869496718,0.03742770404985661,2,M1,1.2,0.4576289353755241
123,80,1.8095721856627198,0.8760458276512376,0.11486614818572778,2,M3,0.8,1.03518198213804
186,148,0.3244955448944632,1.3312547084863144,0.05702205960006696,1,M1,1.2,0.9146539228868189
69,171,0.6902701612326985,0.24918367980246342,0.0396591821259618,3,M1,1.2,0.43196377655769175
92,123,1.5789991619178374,0.7554098393058294,0.013809998880224883,1,M2,1.0,0.8302446651316541
2,18,1.1321008755637283,1.8870988724864999,0.1458842461594041,8,M4,0.6,0.9527706082143269
147,198,1.681432967203808,0.1582078151916722,0.07542051375268738,8,M4,0.6,0.2666016528012164
186,101,0.312031246792717,1.528309571061292,0.032646102223911545,4,M1,1.2,0.7073140258427121
163,135,1.8490529256214732,1.6986124356583927,0.11609356233710212,1,M2,1.0,1.4598981221280891
146,76,1.8763324095788967,0.6264153782937253,0.1342711579264815,2,M4,0.6,0.918965523506669
89,193,0.3950947382787421,0.5079573020876433,0.08391551896384056,2,M4,0.6,0.35581135549716336
194,40,0.1643633823728251,1.8381596978137935,0.013970324229835903,2,M1,1.2,0.9730203088181475
146,197,1.9806986257155808,1.5516032214133764,0.06112001459617438,9,M4,0.6,0.9190079687025855
147,60,1.0162780253746064,0.31542334825330437,0.044034228988446444,7,M4,0.6,0.15026405610040877
95,25,1.1869432676673195,0.5031747854811655,0.09909564577983501,9,M3,0.8,0.2707534965737752
198,70,1.270218993966495,1.2805747944858534,0.08264009224523838,2,M2,1.0,1.0235276043459243
51,102,1.6003700792829552,0.8968921649040955,0.05980315812257384,5,M1,1.2,0.8644732903803971
160,69,1.642777141187244,1.0579313038320097,0.10079071933001522,1,M1,1.2,1.1328882232259385
167,106,0.4684579262075703,1.9079306266943084,0.09182009949377617,2,M3,0.8,0.920762899117822
127,156,0.5496098072037005,0.8984473800647503,0.13690861742443666,4,M1,1.2,0.600938585881063
38,106,1.7659827549981069,1.775195792047111,0.09355241331921162,1,M3,0.8,1.4329044837095757
81,102,1.6570834490261142,1.3554149654550893,0.08107966385962843,8,M2,1.0,0.8862927409246096
103,193,1.2734768249525152,0.3310769715557567,0.12531381178156872,6,M4,0.6,0.44655719924132997
128,18,1.9899284023372146,1.5145633696306673,0.03833875369649005,1,M4,0.6,1.3343083559520375
10,67,1.4968494927475149,1.0883972405169982,0.04409904649746873,9,M2,1.0,0.5729669376148441
184,185,0.5100898594474729,0.5276847757447782,0.11970023891511866,1,M1,1.2,0.5838509653474313
177,69,1.7086237222320886,0.6501437138563663,0.07192903178452738,4,M2,1.0,0.8460904375762808
150,112,0.8879920091032659,1.1589316070264275,0.06729302069294985,5,M4,0.6,0.6615451098765455
158,56,0.16869005502844947,1.2432347312770067,0.13419091362689267,9,M3,0.8,0.3526560887413591
41,164,0.7107004278421741,1.939535167656012,0.09541526480102953,2,M3,0.8,1.1495480344293245
98,60,1.5507473447128322,1.7239682591801273,0.12240727965597455,9,M1,1.2,1.0726558039214233
6,91,1.9243917936542991,0.49109464529102476,0.12337744188535608,1,M4,0.6,0.8212586207806652
143,29,0.6246591909760683,1.5705849340775764,0.026803732163647606,4,M3,0.8,0.7709736190359208
89,198,0.5683810163784586,0.11575443548812653,0.10151833550575849,7,M3,0.8,0.11288927893044018
111,152,1.1708715126367701,0.34663607621377357,0.14335228741885137,4,M3,0.8,0.5636061584917205
59,126,1.642199409358649,0.47943079052593807,0.07720379254793079,8,M1,1.2,0.6529659418303358
112,192,1.5183987961057985,1.234678770052362,0.11250553957312691,7,M4,0.6,0.8528983814250706
1,114,1.1639219148693516,0.4699015119703547,0.08934260599223177,6,M2,1.0,0.5418665077376869
128,5,1.2996403950675093,0.7940185898670835,0.038678436393736006,5,M3,0.8,0.6159063346037285
47,17,0.5599880189200536,0.561281586069951,0.037327110400647234,3,M2,1.0,0.5065992089236817
139,9,0.921891103506366,0.7410915863219303,0.07073664312603614,8,M2,1.0,0.510453142295362
196,91,0.5851946903885699,1.8906577449947253,0.07761868033331931,4,M1,1.2,1.0886810498186261
